itm,v1,likely_electorate_likely_electorate,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,income_under_50k,income_50_100k,income_over_100k,x2024_vote_choice_biden,x2024_vote_choice_trump,x2024_vote_choice_oth,party_id_dem,party_id_rep,party_id_ind,party_id_leaners_dem,party_id_leaners_rep,x2020_vote_biden,x2020_vote_trump,x2020_vote_did_not_vote,na
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(If Protestant, Christian, Mormon, Greek/Russian Orthodox or some other religion)  Do you consider yourself an evangelical or born-again Christian?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(If Protestant, Christian, Mormon, Greek/Russian Orthodox or some other religion)  Do you consider yourself an evangelical or born-again Christian?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(If Protestant, Christian, Mormon, Greek/Russian Orthodox or some other religion)  Do you consider yourself an evangelical or born-again Christian?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Yes,24%,21%,28%,14%,21%,28%,29%,23%,46%,20%,14%,21%,27%,20%,26%,28%,28%,22%,14%,36%,19%,13%,42%,20%,14%,36%,15%,40%,19%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",No,22%,21%,22%,18%,18%,23%,25%,24%,16%,13%,29%,22%,21%,22%,24%,23%,23%,21%,24%,19%,26%,22%,20%,25%,23%,21%,24%,21%,11%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[PREVIOUSLY] Catholic, Jewish, Muslim, no religious affiliation or refused",51%,55%,46%,64%,57%,48%,43%,51%,28%,67%,53%,56%,48%,57%,47%,45%,46%,55%,58%,42%,54%,61%,36%,52%,60%,41%,57%,38%,68%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Refused,3%,2%,4%,3%,4%,1%,3%,2%,10%,0%,4%,2%,4%,2%,3%,3%,3%,<1%,4%,2%,2%,3%,3%,2%,3%,2%,4%,1%,2%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Do you consider yourself a Democrat, a Republican, an independent or a member of another party?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Democrat,32%,28%,35%,32%,36%,27%,35%,27%,61%,39%,36%,36%,28%,35%,20%,38%,34%,30%,61%,3%,15%,100%,0%,0%,69%,0%,60%,3%,19%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Republican,32%,33%,32%,23%,27%,36%,36%,39%,3%,23%,19%,26%,36%,31%,46%,31%,29%,35%,4%,64%,16%,0%,100%,0%,0%,69%,4%,71%,26%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Independent,29%,31%,27%,33%,28%,31%,26%,28%,30%,29%,30%,33%,27%,31%,27%,25%,29%,30%,31%,24%,43%,0%,0%,100%,27%,27%,31%,21%,35%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Another party,3%,4%,2%,7%,5%,2%,<.5%,2%,<1%,4%,11%,2%,4%,2%,3%,1%,6%,3%,2%,3%,9%,0%,0%,0%,2%,2%,3%,2%,8%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don't know/Refused,5%,4%,4%,6%,5%,4%,2%,4%,5%,5%,4%,3%,5%,2%,5%,5%,2%,3%,2%,5%,17%,0%,0%,0%,2%,2%,1%,3%,13%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(If independent, another party or not sure)  And as of today, do you lean more to:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(If independent, another party or not sure)  And as of today, do you lean more to:",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(If independent, another party or not sure)  And as of today, do you lean more to:",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",The Democratic Party,39%,33%,47%,48%,38%,29%,53%,41%,51%,36%,32%,50%,33%,56%,30%,41%,39%,45%,80%,4%,12%,-,-,43%,100%,0%,75%,2%,26%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",The Republican Party,40%,45%,39%,44%,38%,49%,30%,46%,24%,34%,36%,33%,46%,34%,56%,46%,47%,39%,11%,80%,23%,-,-,43%,0%,100%,15%,86%,40%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don't know/Refused,20%,22%,14%,7%,24%,22%,17%,13%,26%,30%,32%,18%,21%,10%,15%,13%,15%,16%,9%,16%,65%,-,-,14%,0%,0%,10%,12%,34%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,413,221,173,85,106,128,71,252,49,60,31,209,196,135,116,90,106,167,176,166,71,,,321,159,162,174,93,93,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,49%,47%,16%,22%,34%,22%,66%,10%,12%,8%,41%,57%,28%,38%,21%,25%,40%,45%,40%,16%,,,80%,39%,40%,45%,27%,14%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Combined: Party identification and leaners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Combined: Party identification and leaners,Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Combined: Party identification and leaners,Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",The Democratic Party,46%,40%,51%,54%,50%,38%,50%,40%,79%,53%,50%,55%,40%,54%,30%,51%,48%,46%,89%,5%,23%,100%,0%,43%,100%,0%,87%,3%,34%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",The Republican Party,47%,51%,45%,43%,41%,54%,45%,55%,12%,35%,35%,38%,53%,43%,65%,45%,46%,48%,8%,90%,32%,0%,100%,43%,0%,100%,10%,94%,48%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don't know/Refused,7%,9%,5%,3%,9%,8%,5%,4%,9%,11%,14%,7%,7%,3%,5%,4%,5%,5%,3%,5%,45%,0%,0%,14%,0%,0%,4%,3%,19%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Who did you vote for in the 2020 presidential election between Donald Trump and Joe Biden, or did you not vote?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
