itm,v1,likely_electorate_likely_electorate,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_midwest,region_north_east,region_south,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_choice_biden,x2024_vote_choice_trump,x2024_vote_choice_oth,party_id_dem,party_id_rep,party_id_ind
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Moderate,35%,36%,35%,31%,37%,36%,34%,34%,38%,40%,43%,41%,31%,37%,31%,51%,34%,37%,38%,34%,35%,37%,38%,31%,41%,30%,33%,37%,23%,45%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Somewhat conservative,19%,19%,19%,8%,22%,23%,17%,20%,13%,22%,7%,13%,22%,15%,24%,10%,15%,23%,16%,21%,16%,15%,17%,25%,7%,30%,30%,7%,35%,18%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Very conservative,18%,23%,14%,11%,14%,17%,25%,21%,15%,11%,12%,11%,23%,14%,25%,5%,18%,17%,12%,21%,20%,15%,17%,21%,3%,34%,10%,4%,39%,14%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",[VOL] Don't know/Refused,3%,4%,3%,5%,4%,4%,1%,3%,4%,3%,1%,2%,4%,2%,3%,2%,3%,4%,3%,4%,3%,5%,2%,4%,3%,2%,17%,3%,2%,4%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Number of respondents,875,434,429,145,226,288,176,600,89,91,63,424,444,298,300,109,132,177,182,325,191,216,361,298,405,406,64,275,223,295
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Percent of total electorate,100%,47%,53%,12%,21%,33%,28%,69%,10%,10%,7%,40%,59%,28%,41%,11%,16%,22%,20%,34%,24%,22%,43%,35%,46%,47%,7%,34%,28%,31%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Which of the following general income categories is your total household income before taxes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Which of the following general income categories is your total household income before taxes?,Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Which of the following general income categories is your total household income before taxes?,Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Midwest,North-East,South,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Dem.,Rep.,Ind.
"Do you think the United States is on the right track, or is it headed in the wrong direction?","Under $25,000",8%,7%,9%,12%,5%,4%,16%,8%,17%,4%,5%,3%,12%,4%,12%,3%,12%,9%,5%,10%,9%,8%,6%,11%,8%,8%,13%,9%,8%,8%
"Do you think the United States is on the right track, or is it headed in the wrong direction?","At least $25,000 but under $50,000",14%,11%,17%,18%,9%,11%,19%,12%,20%,20%,14%,8%,17%,9%,15%,5%,26%,15%,6%,16%,16%,19%,11%,13%,16%,12%,9%,18%,14%,9%
"Do you think the United States is on the right track, or is it headed in the wrong direction?","At least $50,000 but under $100,000",26%,21%,32%,29%,30%,22%,30%,28%,23%,29%,22%,22%,30%,22%,32%,23%,27%,27%,27%,26%,27%,20%,27%,29%,26%,27%,32%,26%,33%,22%
"Do you think the United States is on the right track, or is it headed in the wrong direction?","At least $100,000 but under $200,000",29%,36%,23%,22%,33%,39%,19%,31%,26%,26%,23%,36%,24%,36%,28%,39%,16%,30%,32%,25%,32%,28%,32%,27%,29%,31%,17%,26%,27%,33%
"Do you think the United States is on the right track, or is it headed in the wrong direction?","$200,000 or more",14%,18%,12%,10%,19%,19%,9%,15%,8%,8%,28%,25%,7%,26%,8%,24%,7%,15%,16%,15%,12%,17%,15%,12%,16%,13%,6%,16%,12%,17%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",[VOL] Refused,8%,7%,8%,9%,5%,6%,7%,6%,6%,13%,9%,6%,9%,4%,7%,5%,12%,5%,15%,8%,4%,8%,8%,8%,5%,9%,21%,4%,7%,10%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Number of respondents,875,434,429,145,226,288,176,600,89,91,63,424,444,298,300,109,132,177,182,325,191,216,361,298,405,406,64,275,223,295
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Percent of total electorate,100%,47%,53%,12%,21%,33%,28%,69%,10%,10%,7%,40%,59%,28%,41%,11%,16%,22%,20%,34%,24%,22%,43%,35%,46%,47%,7%,34%,28%,31%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?","Do you consider yourself Catholic, Protestant, Mormon, Jewish, Muslim, some other religion, or do you have no religious affiliation?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?","Do you consider yourself Catholic, Protestant, Mormon, Jewish, Muslim, some other religion, or do you have no religious affiliation?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID
"Do you think the United States is on the right track, or is it headed in the wrong direction?","Do you consider yourself Catholic, Protestant, Mormon, Jewish, Muslim, some other religion, or do you have no religious affiliation?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Midwest,North-East,South,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Dem.,Rep.,Ind.
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Catholic,20%,19%,21%,21%,15%,19%,24%,18%,11%,45%,21%,19%,20%,17%,17%,25%,27%,20%,29%,16%,18%,12%,26%,17%,21%,20%,13%,23%,20%,17%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Protestant (Christian),29%,31%,28%,28%,20%,30%,35%,30%,36%,22%,24%,34%,26%,35%,27%,34%,24%,23%,23%,37%,28%,31%,27%,32%,22%,37%,28%,21%,41%,28%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Mormon (LDS),2%,2%,2%,2%,1%,<1%,3%,2%,0%,1%,0%,1%,2%,2%,3%,0%,<1%,1%,0%,<1%,5%,2%,3%,<.5%,<1%,3%,0%,<.5%,4%,<1%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Jewish,2%,2%,2%,3%,2%,2%,2%,3%,3%,0%,2%,4%,1%,5%,1%,0%,2%,<1%,6%,1%,2%,5%,2%,2%,4%,<1%,3%,4%,<.5%,2%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Muslim,<1%,<1%,<.5%,1%,<1%,0%,<1%,<.5%,0%,0%,8%,2%,<.5%,<.5%,<.5%,5%,0%,0%,1%,<.5%,2%,2%,<.5%,<.5%,1%,<.5%,0%,2%,0%,<.5%
"Do you think the United States is on the right track, or is it headed in the wrong direction?","[VOL] Christian (includes Baptist, Lutheran, Episcopalian, Methodist, Adventist, Presbyterian)",11%,9%,13%,6%,10%,14%,13%,10%,29%,3%,6%,5%,16%,4%,15%,7%,17%,15%,9%,13%,7%,13%,8%,15%,9%,14%,4%,11%,18%,8%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",[VOL] Greek/Russian Orthodox,<.5%,0%,<.5%,0%,0%,<1%,0%,<.5%,0%,0%,0%,<.5%,<.5%,<.5%,<.5%,0%,0%,0%,<.5%,<.5%,0%,0%,<.5%,0%,0%,<.5%,1%,0%,<1%,0%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Some other religion (specify),3%,3%,3%,3%,3%,3%,3%,3%,3%,<.5%,5%,3%,3%,3%,2%,<.5%,4%,2%,4%,2%,4%,4%,2%,2%,3%,3%,2%,2%,2%,3%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",No religious affiliation,29%,31%,27%,34%,46%,29%,17%,31%,16%,26%,32%,29%,29%,31%,32%,26%,23%,33%,24%,26%,33%,30%,29%,28%,39%,19%,30%,36%,13%,36%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",[VOL] Don't know/Refused,3%,2%,4%,2%,2%,2%,3%,2%,2%,3%,1%,3%,3%,1%,2%,3%,1%,4%,3%,4%,<1%,2%,2%,5%,<1%,3%,18%,<1%,1%,5%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Number of respondents,875,434,429,145,226,288,176,600,89,91,63,424,444,298,300,109,132,177,182,325,191,216,361,298,405,406,64,275,223,295
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Percent of total electorate,100%,47%,53%,12%,21%,33%,28%,69%,10%,10%,7%,40%,59%,28%,41%,11%,16%,22%,20%,34%,24%,22%,43%,35%,46%,47%,7%,34%,28%,31%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?","(If Protestant, Christian, Mormon, Greek/Russian Orthodox or some other religion)  Do you consider yourself an evangelical or born-again Christian?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?","(If Protestant, Christian, Mormon, Greek/Russian Orthodox or some other religion)  Do you consider yourself an evangelical or born-again Christian?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID
"Do you think the United States is on the right track, or is it headed in the wrong direction?","(If Protestant, Christian, Mormon, Greek/Russian Orthodox or some other religion)  Do you consider yourself an evangelical or born-again Christian?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Midwest,North-East,South,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Dem.,Rep.,Ind.
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Yes,27%,27%,27%,21%,22%,29%,31%,28%,42%,19%,20%,22%,31%,23%,31%,20%,33%,20%,16%,38%,27%,28%,22%,32%,17%,38%,20%,18%,44%,23%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",No,18%,18%,18%,18%,12%,20%,22%,18%,25%,8%,16%,21%,15%,21%,17%,22%,12%,21%,22%,15%,16%,21%,16%,18%,18%,18%,11%,18%,19%,16%
"Do you think the United States is on the right track, or is it headed in the wrong direction?","[PREVIOUSLY] Catholic, Jewish, Muslim, no religious affiliation or refused",54%,54%,54%,61%,64%,50%,46%,53%,29%,73%,64%,56%,52%,55%,51%,58%,53%,58%,62%,45%,55%,49%,60%,49%,65%,42%,62%,64%,34%,59%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",[VOL] Refused,1%,1%,1%,<1%,2%,<1%,<1%,1%,3%,<1%,0%,1%,1%,1%,<1%,<1%,2%,1%,0%,2%,2%,2%,1%,1%,<.5%,2%,7%,0%,2%,2%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Number of respondents,875,434,429,145,226,288,176,600,89,91,63,424,444,298,300,109,132,177,182,325,191,216,361,298,405,406,64,275,223,295
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Percent of total electorate,100%,47%,53%,12%,21%,33%,28%,69%,10%,10%,7%,40%,59%,28%,41%,11%,16%,22%,20%,34%,24%,22%,43%,35%,46%,47%,7%,34%,28%,31%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?","(If independent, another party or not sure)  And as of today, do you lean more to:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?","(If independent, another party or not sure)  And as of today, do you lean more to:",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID
"Do you think the United States is on the right track, or is it headed in the wrong direction?","(If independent, another party or not sure)  And as of today, do you lean more to:",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Midwest,North-East,South,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Dem.,Rep.,Ind.
"Do you think the United States is on the right track, or is it headed in the wrong direction?",The Democratic Party,37%,31%,45%,43%,38%,38%,39%,35%,59%,32%,45%,49%,28%,52%,24%,47%,40%,33%,49%,28%,42%,52%,41%,22%,90%,5%,3%,-,-,42%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",The Republican Party,45%,54%,32%,40%,45%,45%,45%,51%,17%,36%,35%,34%,53%,31%,63%,30%,32%,43%,35%,58%,38%,29%,37%,64%,2%,84%,24%,-,-,42%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",[VOL] Don't know/Refused,18%,14%,23%,17%,17%,18%,16%,14%,24%,32%,20%,18%,19%,17%,13%,23%,28%,24%,16%,14%,21%,19%,21%,14%,8%,11%,73%,-,-,16%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Number of respondents,377,217,150,63,118,125,44,250,30,42,34,185,189,118,130,55,51,82,76,134,85,92,152,133,150,177,50,,,295
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Percent of total electorate,100%,58%,40%,12%,27%,34%,18%,68%,7%,11%,9%,42%,57%,27%,40%,12%,14%,23%,19%,34%,24%,21%,41%,37%,38%,49%,13%,,,79%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Combined: Party identification and leaners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Combined: Party identification and leaners,Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Combined: Party identification and leaners,Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Midwest,North-East,South,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Dem.,Rep.,Ind.
"Do you think the United States is on the right track, or is it headed in the wrong direction?",The Democratic Party,48%,38%,57%,56%,48%,45%,51%,41%,82%,54%,68%,59%,40%,56%,31%,70%,66%,40%,60%,41%,53%,64%,52%,32%,94%,8%,6%,100%,0%,42%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",The Republican Party,45%,55%,36%,38%,44%,48%,45%,53%,12%,33%,23%,33%,53%,38%,64%,20%,24%,50%,34%,53%,39%,29%,40%,62%,3%,88%,38%,0%,100%,42%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",[VOL] Don't know/Refused,7%,7%,7%,6%,8%,7%,4%,5%,7%,13%,10%,7%,7%,6%,5%,11%,10%,10%,6%,5%,8%,7%,8%,6%,2%,5%,56%,0%,0%,16%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Number of respondents,875,434,429,145,226,288,176,600,89,91,63,424,444,298,300,109,132,177,182,325,191,216,361,298,405,406,64,275,223,295
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Percent of total electorate,100%,47%,53%,12%,21%,33%,28%,69%,10%,10%,7%,40%,59%,28%,41%,11%,16%,22%,20%,34%,24%,22%,43%,35%,46%,47%,7%,34%,28%,31%
"Do you think the United States is on the right track, or is it headed in the wrong direction?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Would you be open to commenting on the issues in this survey and be interested in being contacted by a reporter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think the United States is on the right track, or is it headed in the wrong direction?",Would you be open to commenting on the issues in this survey and be interested in being contacted by a reporter?,Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID
